Month,Week,BU,Country,Global Category,SKU Code,SKU-Desc,Location Code,Location Desc,Total Inv ($K),Active Inv ($K),Blocked Inv ($K),Excess Inv ($K),IWND Inv ($K),Low Inv ($K),NPI Inv ($K),DIFC,Min Bnd Days,Max Bnd Days,RCA,Driver,DIOH Opp,Comments,Included in Provision,Timing of resolution (M),RCA Status
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4228629,4228629 - 300G (10X 30G) TNCC RS FRUIT GEM SP,AU51,AU VDC DANDENONG,105,105,0,0,0,0,0,25,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4228634,4228634 - 180G PASCALL PARTY PACK,AU51,AU VDC DANDENONG,19,0,0,0,0,19,0,3,8,36,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4228637,4228637 - 180G PASCALL WINE GUMS,AU51,AU VDC DANDENONG,19,19,0,0,0,0,0,18,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4258908,4258908 - 1.1KG TNCC DDS SNAKES,AU51,AU VDC DANDENONG,27,27,0,0,0,0,0,30,16,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4259173,4259173 - 200G TNCC VEGAN FRUIT MIX,AU51,AU VDC DANDENONG,1,0,0,0,0,1,0,4,28,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4262380,4262380 - 300G CADBURY PASCALL CLINKERS CARTON,AU52,AU MDC RINGWOOD,119,119,0,0,0,0,0,36,14,329,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4262687,4262687 - 1 KILO PASCALL MERRY MIX-MAS,AU52,AU MDC RINGWOOD,45,45,0,0,0,0,0,50,14,196,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4265601,4265601 - PASCALL AU 192G SHERBET LEMON BAG 12CA,AU51,AU VDC DANDENONG,9,0,0,0,0,9,0,29,33,61,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4265623,4265623 - 220G SOUR PATCH KIDS BERRY 20CA,AU51,AU VDC DANDENONG,35,0,0,0,0,35,0,7,11,25,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4266703,4266703 - 520G ALDI DOMINION SNAKES REFRESH,AU51,AU VDC DANDENONG,44,44,0,0,0,0,0,17,16,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4266750,4266750 - 225G ALDI DOMINION PARTY MIX,AU51,AU VDC DANDENONG,9,0,0,0,0,9,0,6,35,49,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4266830,4266830 - 150G PASCALL CHOC MALLOWS S CARAMEL,AU51,AU VDC DANDENONG,-7,0,0,0,0,-7,0,0,0,14,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4275412,4275412 - 120G CADBURY PERKY NANA LUMPS 14CA,AU51,AU VDC DANDENONG,20,0,0,0,0,20,0,5,7,21,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4276758,4276758 - 180G TNCC BERRY SALAD,AU51,AU VDC DANDENONG,120,120,0,0,0,0,0,17,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4276770,4276770 - 170G SOUR PATCH KIDS SCUBA 12CA,AU51,AU VDC DANDENONG,6,0,0,0,0,6,0,18,28,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4276771,4276771 - 220G SOUR PATCH KIDS SCUBA 20CA,AU51,AU VDC DANDENONG,44,44,0,0,0,0,0,21,18,25,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4281158,4281158 - 120G PASCALL BOYSENBERRY LUMPS AU 14CA,AU51,AU VDC DANDENONG,0,0,0,0,0,0,0,2,0,56,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4282975,4282975 - 230G TNCC SNAKES 16CA,AU51,AU VDC DANDENONG,251,251,0,0,0,0,0,19,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4282977,4282977 - 220G TNCC SOURS SQUIRMS 16CA,AU51,AU VDC DANDENONG,77,0,0,0,0,77,0,7,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300268,4300268 - 430G SOUR PATCH KIDS 10CA,AU51,AU VDC DANDENONG,25,0,0,0,0,25,0,14,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300269,4300269 - 190G SOUR PATCH KIDS SCUBA 20CA,AU51,AU VDC DANDENONG,16,16,0,0,0,0,0,21,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300270,4300270 - 190G SOUR PATCH WATERMELON 20CA,AU51,AU VDC DANDENONG,36,36,0,0,0,0,0,28,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300275,4300275 - 190G SOUR PATCH MAX 20CA,AU51,AU VDC DANDENONG,21,0,0,0,0,21,0,12,18,32,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300276,4300276 - 190G SOUR PATCH KIDS COLA 20CA,AU51,AU VDC DANDENONG,22,22,0,0,0,0,0,26,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300277,4300277 - 190G SOUR PATCH KIDS BERRY 20CA,AU51,AU VDC DANDENONG,53,53,0,0,0,0,0,18,18,32,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300278,4300278 - 190G SOUR PATCH KIDS 20CA,AU51,AU VDC DANDENONG,18,0,0,0,0,18,0,5,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300303,4300303 - 180G TNCC FRUITY CHEWS 10X180G ANZ,AU51,AU VDC DANDENONG,161,161,0,0,0,0,0,47,23,51,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300306,4300306 - 180G TNCC SMOOTHIE CHEWS 10X180G ANZ,AU51,AU VDC DANDENONG,105,105,0,0,0,0,0,41,27,55,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300335,4300335 - 120G PASCALL PINEAPPLE LUMPS 14CA,AU51,AU VDC DANDENONG,39,0,0,0,0,39,0,4,10,24,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300450,4300450 - 230G TNCC SNAKES REDUCED SUGAR 16CA,AU51,AU VDC DANDENONG,63,0,0,0,0,63,0,9,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300451,4300451 - 220G TNCC JELLY BABIES 18CA,AU51,AU VDC DANDENONG,26,0,0,0,0,26,0,16,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300455,4300455 - 180G TNCC BERRY BLISS 12CA,AU51,AU VDC DANDENONG,40,0,0,0,0,40,0,20,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300457,4300457 - 220G TNCC DINOSAURS 18CA,AU51,AU VDC DANDENONG,107,0,0,0,0,107,0,19,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300483,4300483 - 180G TNCC FRUITS   CREAM BLISS 12CA,AU51,AU VDC DANDENONG,42,0,0,0,0,42,0,19,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300880,4300880 - 350G TNCC FRUITY CHEWS 6X350G ANZ,AU51,AU VDC DANDENONG,66,66,0,0,0,0,0,40,27,48,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,GUM & CANDY,4300883,4300883 - 440G TNCC SNAKES 10CA,AU51,AU VDC DANDENONG,34,0,0,0,0,34,0,18,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,800724,800724 - 200G S/PHILLY SBERRY KOREA,AU85,AU CHILLED DC,33,33,0,0,0,0,0,8,7,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,800728,800728 - 200G SOFT PHILLY GARLIC KOREA,AU85,AU CHILLED DC,42,0,0,0,0,42,0,6,7,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,835060,835060 - 14KG PHILADELPHIA CRMCHEESE SEA/EXP,AU85,AU CHILLED DC,56,0,0,0,0,56,0,5,7,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,840824,840824 - 23KG CREAM CHSE PHILADELPHIA,AU85,AU CHILLED DC,76,76,0,0,0,0,0,28,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,840860,840860 - 23KG DIP  N  DESSERT MIX,AU85,AU CHILLED DC,7,0,0,0,0,7,0,3,14,21,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,845121,845121 - 250G PHILLY CREAM CHEESE BK EXPORT,AU85,AU CHILLED DC,118,118,0,0,0,0,0,35,7,15,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,871425,871425 - 250G SOFT PHILADELPHIA  ASIA,AU85,AU CHILLED DC,13,0,0,0,0,13,0,7,14,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,871540,871540 - 250G LIGHT PHILADELPHIA  ASIA,AU85,AU CHILLED DC,5,5,0,0,0,0,0,9,7,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,883461,883461 - 2KG PHILADELPHIA CREAM CHEESE,AU85,AU CHILLED DC,180,0,0,0,0,180,0,7,19,26,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4031761,4031761 - 250G ALDI CREAM CHEESE BLOCK REGULR,AU85,AU CHILLED DC,-1,0,0,0,0,-1,0,0,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4260415,4260415 - CAD 1310KG SWTND CONDENSE MILK LOCAL,AU85,AU CHILLED DC,37,0,0,0,0,37,0,5,16,44,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4266784,4266784 - PHIL 136G PORTION GARLIC 8CA,AU85,AU CHILLED DC,11,0,0,0,0,11,0,5,10,24,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4270001,4270001 - KRAFT DAIRYLEA SINGLES (12S) 60% ELIGHT,AU85,AU CHILLED DC,12,12,0,0,0,0,0,17,0,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4270002,4270002 - KRAFT DAIRYLEA SINGLES (6S) 1X24X125G,AU85,AU CHILLED DC,7,7,0,0,0,0,0,6,0,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4270008,4270008 - KRAFT DAIRYLEA CHEDDAR 1X27X500G,AU85,AU CHILLED DC,70,70,0,0,0,0,0,29,0,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4270013,4270013 - KRAFT DAIRYLEA SINGLES (12S) 25% RF,AU85,AU CHILLED DC,5,5,0,0,0,0,0,22,0,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4277624,4277624 - PHIL 150G PORTION ORIGINAL SPREAD 8CA,AU85,AU CHILLED DC,35,35,0,0,0,0,0,14,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4277625,4277625 - PHIL 150G PORTION LIGHT SPREAD 8CA,AU85,AU CHILLED DC,16,0,0,0,0,16,0,14,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4277938,4277938 - EDEN CREAM CHEESE 225G X 24,AU85,AU CHILLED DC,108,108,0,0,0,0,0,21,8,22,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4279093,4279093 - EDEN CREAM CHEESE TUB 140GX6,AU85,AU CHILLED DC,35,35,0,0,0,0,0,21,7,21,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4281801,4281801 - PHILADELPHIA CREAM CHEESE 250G TW.HK.TH,AU85,AU CHILLED DC,40,40,0,0,0,0,0,8,7,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4282987,4282987 - 10KG PHILADELPHIA SOFT CREAM CHEESE 1CA,AU85,AU CHILLED DC,63,63,0,0,0,0,0,19,14,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,Australia,MEALS,4299102,4299102 - 1KG PHILLY SPREAD 6CA,AU85,AU CHILLED DC,7,0,0,0,0,7,0,7,18,46,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,621580,621580 - 2X2.5KG CADBURY DRINKING CHOC NZ,NZ55,CHRISTCHURCH DC,-5,0,0,0,0,-5,0,0,28,70,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,621727,621727 - 250G CADBURY BOURNVILLE COCOA,NZ55,CHRISTCHURCH DC,4,0,0,0,0,4,0,14,28,56,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,4224812,4224812 - 150G CADBURY INSTANT HOT CHOCOLATE,NZ53,NZ ADC AUCKLAND,3,3,0,0,0,0,0,39,28,70,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,4259946,4259946 - CAD 450G DRINKING CHOC CANISTER,NZ53,NZ ADC AUCKLAND,10,0,0,0,0,10,0,5,28,29,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,4260228,4260228 - CAD 250G DRINKING CHOC CANISTER,NZ55,CHRISTCHURCH DC,7,0,0,0,0,7,0,18,28,29,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,4265835,4265835 - CAD 250G NEAPOLITAN DRINKING CHOC,NZ53,NZ ADC AUCKLAND,2,0,0,0,0,2,0,7,28,29,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BEVERAGES,4265835,4265835 - CAD 250G NEAPOLITAN DRINKING CHOC,NZ55,CHRISTCHURCH DC,2,0,0,0,0,2,0,17,28,29,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,665803,665803 - 230G OREO ORIGINAL MINI MULTIPACK,NZ53,NZ ADC AUCKLAND,28,0,0,0,0,28,0,18,30,44,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,665803,665803 - 230G OREO ORIGINAL MINI MULTIPACK,NZ55,CHRISTCHURCH DC,4,4,0,0,0,0,0,21,14,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,683822,683822 - 300G BELVITA BREAKFAST CHOCOLATE,NZ55,CHRISTCHURCH DC,4,0,0,0,0,4,0,17,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,962808,962808 - 300G BVITA BFAST BISC HONEY   NUT,NZ55,CHRISTCHURCH DC,4,0,0,0,0,4,0,16,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,971154,971154 - 128G OREO WAFER STICKS MILK CHOC 10,NZ53,NZ ADC AUCKLAND,19,19,0,0,0,0,0,46,34,62,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4004670,4004670 - 150G RITZ MINI,NZ53,NZ ADC AUCKLAND,4,0,0,0,0,4,0,14,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4004670,4004670 - 150G RITZ MINI,NZ55,CHRISTCHURCH DC,2,0,0,0,0,2,0,21,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4021495,4021495 - BEL 253G SANDW STRAWBERRY 8CA,NZ55,CHRISTCHURCH DC,1,0,0,0,0,1,0,4,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4022548,4022548 - 100G RITZ ORIGINAL,NZ53,NZ ADC AUCKLAND,6,0,0,0,0,6,0,4,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4022548,4022548 - 100G RITZ ORIGINAL,NZ55,CHRISTCHURCH DC,5,5,0,0,0,0,0,30,20,41,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4045697,4045697 - 204G OREO WITH CAD CHOCOLATE,NZ53,NZ ADC AUCKLAND,1,0,0,0,0,1,0,3,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4253098,4253098 - OREO 370G ORIGINAL 5CA,NZ55,CHRISTCHURCH DC,7,0,0,0,0,7,0,19,21,49,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4254330,4254330 - OREO 230G MIXED MINI MULTIPACK 6CA,NZ53,NZ ADC AUCKLAND,6,0,0,0,0,6,0,1,35,49,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4254330,4254330 - OREO 230G MIXED MINI MULTIPACK 6CA,NZ55,CHRISTCHURCH DC,5,0,0,0,0,5,0,10,23,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4254926,4254926 - 133G OREO COOKIE STRAWBERRY,NZ55,CHRISTCHURCH DC,1,0,0,0,0,1,0,15,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4256350,4256350 - 156G CADBURY COOKIE SOFT CHOC CHIP,NZ52,NZ DORMANT NI PLANT,0,0,0,0,0,0,0,0,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4260070,4260070 - RITZ 300G CRACKER PEPPER 8CA,NZ53,NZ ADC AUCKLAND,9,9,0,0,0,0,0,30,28,56,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4277425,4277425 - OREO 135G CHOC HAZELNUT 20CA,NZ53,NZ ADC AUCKLAND,3,0,0,0,0,3,0,14,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4277730,4277730 - OREO 133G GOLDEN 20CA CKG,NZ53,NZ ADC AUCKLAND,2,2,0,0,0,0,0,46,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4277731,4277731 - OREO 133G ORIGINAL 20CA CKG,NZ55,CHRISTCHURCH DC,21,21,0,0,0,0,0,45,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4277746,4277746 - OREO 370G ORIGINAL 5CA CKG,NZ53,NZ ADC AUCKLAND,3,0,0,0,0,3,0,2,31,59,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4281540,4281540 - OREO 157G CHOC MINI MUNCHING BOX 6CA,NZ53,NZ ADC AUCKLAND,9,0,0,0,0,9,0,3,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,BISCUITS,4281550,4281550 - OREO 157G ORG MINI MUNCHING BOX 6CA,NZ53,NZ ADC AUCKLAND,39,0,0,0,0,39,0,6,32,60,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,13679,13679 - TONE 100G TBL MILK 4X20CA,NZ53,NZ ADC AUCKLAND,1,0,0,0,0,1,0,1,21,49,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324885,324885 - 55G CDM CARAMELLO,NZ53,NZ ADC AUCKLAND,15,0,0,0,0,15,0,7,23,44,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324885,324885 - 55G CDM CARAMELLO,NZ55,CHRISTCHURCH DC,11,11,0,0,0,0,0,33,25,46,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324912,324912 - 45G CADBURY BLACK FOREST,NZ53,NZ ADC AUCKLAND,16,16,0,0,0,0,0,35,19,61,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324912,324912 - 45G CADBURY BLACK FOREST,NZ55,CHRISTCHURCH DC,4,4,0,0,0,0,0,40,19,61,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324922,324922 - 50G CADBURY DREAM,NZ53,NZ ADC AUCKLAND,8,8,0,0,0,0,0,46,27,55,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,324927,324927 - 50G CADBURY DAIRY MILK FT,NZ53,NZ ADC AUCKLAND,3,0,0,0,0,3,0,2,19,40,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,326445,326445 - 12G CDM FREDDO,NZ53,NZ ADC AUCKLAND,1,0,0,0,0,1,0,11,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,615562,615562 - 50G CADBURY CRUNCHIE,NZ53,NZ ADC AUCKLAND,23,23,0,0,0,0,0,18,16,30,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,615562,615562 - 50G CADBURY CRUNCHIE,NZ55,CHRISTCHURCH DC,16,16,0,0,0,0,0,31,17,31,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,620738,620738 - 5KG CADBURY DARK CHOC GARNISH FLAKE,NZ53,NZ ADC AUCKLAND,6,6,0,0,0,0,0,40,30,58,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,620742,620742 - 5KG FLAKE DREAM WHITE GARNISH,NZ55,CHRISTCHURCH DC,3,3,0,0,0,0,0,42,14,98,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621487,621487 - 100G CADBURY DAIRY MILK HOLLOW EGG,NZ55,CHRISTCHURCH DC,0,0,0,0,0,0,0,126,14,329,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621495,621495 - 52G CADBURY CHERRY RIPE,NZ53,NZ ADC AUCKLAND,2,0,0,0,0,2,0,4,18,39,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621507,621507 - 35G GIANT CADBURY DAIRY MILK FREDDO,NZ55,CHRISTCHURCH DC,0,0,0,0,0,0,0,11,14,21,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621559,621559 - 60G CADBURY MORO - NZ,NZ53,NZ ADC AUCKLAND,20,0,0,0,0,20,0,7,15,50,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621559,621559 - 60G CADBURY MORO - NZ,NZ55,CHRISTCHURCH DC,12,12,0,0,0,0,0,19,17,52,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621561,621561 - 85G CADBURY MORO TWIN PACK,NZ53,NZ ADC AUCKLAND,4,0,0,0,0,4,0,11,16,44,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,621561,621561 - 85G CADBURY MORO TWIN PACK,NZ55,CHRISTCHURCH DC,2,2,0,0,0,0,0,31,16,44,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,622831,622831 - 306G CADBURY DAIRY MILK CARRY,NZ55,CHRISTCHURCH DC,0,0,0,0,0,0,0,126,14,329,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,649987,649987 - 168G CDM FLAKE SHAREPACK,NZ55,CHRISTCHURCH DC,14,14,0,0,0,0,0,36,30,37,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,649991,649991 - 168G CADBURY CDM TWIRL SHAREPACK,NZ55,CHRISTCHURCH DC,6,0,0,0,0,6,0,14,21,28,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,649999,649999 - 180G CADBURY MORO SHAREPACK,NZ55,CHRISTCHURCH DC,8,0,0,0,0,8,0,14,21,35,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,844938,844938 - 600G TOBLERONE MILK 3X200 SLV,NZ55,CHRISTCHURCH DC,-10,0,0,0,0,-10,0,0,28,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,960176,960176 - 80G CRUNCHIE,NZ53,NZ ADC AUCKLAND,3,0,0,0,0,3,0,12,20,55,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4008863,4008863 - 130G PINEAPPLE LUMPS CASKET,NZ55,CHRISTCHURCH DC,0,0,0,0,0,0,0,126,14,329,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4021276,4021276 - TONE 360G SLV MILK FTHERS 2X10C,NZ55,CHRISTCHURCH DC,19,0,0,0,0,19,0,13,21,111,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4023270,4023270 - 225G CADBURY BAKING MILK MELTS,NZ55,CHRISTCHURCH DC,1,1,0,0,0,0,0,25,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4023277,4023277 - 200G CADBURY BAKING DARK CHIPS,NZ55,CHRISTCHURCH DC,0,0,0,0,0,0,0,2,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4023334,4023334 - 200G CADBURY BAKING MILK CHIPS,NZ55,CHRISTCHURCH DC,2,2,0,0,0,0,0,22,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4025179,4025179 - 90G CDM ADVENT CALENDAR,NZ53,NZ ADC AUCKLAND,47,47,0,0,0,0,0,60,21,201,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4025516,4025516 - 60G CADBURY MORO GOLD,NZ53,NZ ADC AUCKLAND,32,32,0,0,0,0,0,51,21,56,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4025516,4025516 - 60G CADBURY MORO GOLD,NZ55,CHRISTCHURCH DC,12,12,0,0,0,0,0,47,22,57,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4035276,4035276 - 67G CADBURY PICNIC TWIN PACK,NZ55,CHRISTCHURCH DC,1,1,0,0,0,0,0,40,21,42,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4035930,4035930 - 225G SCORCHED ALMOND,NZ53,NZ ADC AUCKLAND,6,6,0,0,0,0,0,52,28,56,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4036795,4036795 - 46G CADBURY PICNIC,NZ55,CHRISTCHURCH DC,7,7,0,0,0,0,0,29,16,37,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4052554,4052554 - 160G CDM BUBBLY MINT (S),NZ53,NZ ADC AUCKLAND,7,7,0,0,0,0,0,33,24,59,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4052559,4052559 - 160G CDM BUBBLY MILK (S),NZ53,NZ ADC AUCKLAND,1,0,0,0,0,1,0,3,29,71,,Supply,,,,,N/A
Jul-2022,202230,ANZ,New Zealand,CHOCOLATE,4052658,4052658 - 180G CDM TURKISH DELIGHT,NZ55,CHRISTCHURCH DC,12,12,0,0,0,0,0,27,19,40,,Supply,,,,,N/A
